,OR,date,s_min,s_max,s_skew,s_kurt,d_min,d_max,d_skew,d_kurt,i_min,i_max,i_skew,i_kurt,c_min,c_max,c_skew,c_kurt
157,3273,20210613,34015,39540,-0.953067252210984,-0.40993824616118824,31286,36117,-0.4914124806332866,-1.137005886741941,354.049,398.886,-0.34344408267402615,-1.290568433985776,258.064,290.746,-0.34343640887259375,-1.2905943924021965
158,3750,20210614,34015,39540,-0.502858459758235,-1.3741657566281762,31286,36117,-0.4026791387534863,-1.426898791712318,354.049,398.886,-0.3447839559681353,-1.230802922798546,258.064,290.746,-0.34477937969626765,-1.230781974672459
159,3715,20210615,34015,40967,-0.2900075486838522,-1.372799220050904,31286,37217,-0.2592775723020388,-1.44059667286933,354.049,407.463,-0.30481710421866864,-1.3142836062001622,258.064,296.998,-0.3048056463118281,-1.314261846149659
160,3833,20210616,34015,40967,-0.301853408137612,-1.4864313750270708,31286,37217,-0.3319291085599977,-1.5673678436189618,354.049,410.626,-0.3229398546593047,-1.4629072307039328,258.064,299.304,-0.3229006768447315,-1.462896345850239
161,3848,20210617,34015,41733,-0.23067660198535522,-1.5522103960625993,31286,37900,-0.2954512787063682,-1.6137933791092647,354.049,415.505,-0.34500851357582657,-1.558867038482469,258.064,302.859,-0.3450104614561515,-1.5588784198874641
162,4685,20210618,34015,41932,-0.34386857513107416,-1.655220996743159,31286,38084,-0.33031142349191084,-1.6829897725702059,354.049,419.036,-0.37765838749738667,-1.6263699305912116,258.064,305.434,-0.3776528288645904,-1.6263747897014311
163,4156,20210619,34015,41932,-0.654287737854587,-1.1932272077325745,31286,38084,-0.4133389474734318,-1.5475690363240089,354.049,419.036,-0.6328932719450421,-1.273941851736978,258.064,305.434,-0.6329046905650074,-1.2739160682426005
164,3986,20210620,35370,41932,-0.5146190393077841,-1.388618681892237,31767,38084,-0.36557107165999797,-1.625874115211137,361.607,419.036,-0.5671337309710774,-1.375861947445341,263.573,305.434,-0.5671381837465359,-1.3758564736731849
165,3589,20210621,35923,41932,-1.0040260920971649,-0.14898131001712667,31767,38084,-0.8775720933528438,-0.624534692633202,361.607,419.036,-1.069866685391589,0.0334745513917607,263.573,305.434,-1.06987176206379,0.03349399952111298
166,3901,20210622,35923,41932,-0.6695278697944593,-0.44986451003713235,31767,38084,-0.6417496596696798,-0.7272181234720594,361.607,419.036,-0.669904619102436,-0.4956962629060633,263.573,305.434,-0.6698958438223108,-0.49570607048165316
167,4694,20210623,35923,41932,-0.1351729014691777,-1.025574537266645,31767,38084,-0.12046521403294863,-1.137172937468224,361.607,419.036,-0.07769619338880106,-1.019876458506356,263.573,305.434,-0.07768670328128179,-1.01986068587777
168,5589,20210624,35923,41932,0.1837885439008961,-0.3074791967317654,31767,38084,0.3264287358513985,-0.5758154389880281,361.607,419.036,0.44688808211462167,-0.4303546719843858,263.573,305.434,0.44691817394703864,-0.430283352617979
169,4203,20210625,35923,39968,-0.9219506604391844,0.0340079816722052,31767,35982,-0.11777566230809254,-0.5420404155189775,361.607,396.834,-0.15979128969717332,-0.9731750929474474,263.573,289.25,-0.15983410548472624,-0.973150942992532
170,4320,20210626,34931,39968,-0.6056721765226417,-1.0635568345454396,30728,35982,-0.26947931966700983,-1.018538667307296,354.067,396.834,-0.010264944544502852,-0.9553749417480826,258.078,289.25,-0.010243753241361741,-0.955404338700633
171,5005,20210627,34576,39968,-0.6361202395180083,-1.2188559562593675,30256,35982,-0.3934337884530849,-1.176390675652012,339.767,396.834,-0.505520942589807,-0.7976273723497185,247.654,289.25,-0.5055521702159617,-0.7975638268365968
172,5282,20210628,34576,39839,-0.6630747074404125,-1.2206323065110698,30256,35511,-0.580284167040066,-1.120979742310082,339.767,389.235,-0.8362707031802271,-0.5386205055700657,247.654,283.711,-0.836320642620392,-0.5385503678582211
173,5987,20210629,34576,40538,-0.49661760027501006,-1.2620278549128168,30256,35256,-0.6501819938635068,-1.1277068329488593,339.767,389.441,-0.8272966604949696,-0.5408612174476208,247.654,283.861,-0.8273560815890555,-0.5407897195461708
174,6038,20210630,34576,42129,-0.41621122388681153,-1.1577818330045542,30256,36142,-0.5007818509135905,-1.1989763807901173,339.767,396.639,-0.5642279536117618,-0.8051740899130841,247.654,289.108,-0.5642802156833681,-0.8051080511380433
175,4602,20210701,34576,42878,-0.4732977115122411,-1.2276351687145701,30256,36840,-0.4961578043301931,-1.2672269857254492,339.767,396.639,-0.7091656026959071,-0.8720871411792448,247.654,304.29,-0.09995639055942386,-0.8731917458194296
176,4326,20210702,34576,42878,-0.6767350787745328,-1.2283336523126693,30256,37525,-0.6423220228970986,-1.1917126112900291,339.767,396.639,-0.8658211702413674,-0.8539269879681046,247.654,308.903,-0.24701588832629126,-1.179515057562011
177,4525,20210703,34576,42878,-0.9320985616070869,-0.2728265062713153,30256,37525,-1.0039231569847176,0.08567989606641291,339.767,396.639,-1.2061468523248975,0.21737477672885097,247.654,308.903,-0.7795049852897719,-0.0877587626381704
178,2268,20210704,36200,42878,-0.5804748116553635,-0.9465300756866801,31675,37525,-0.5856365766104584,-0.6033743181704923,348.777,396.639,-0.9634342150693711,-0.33032338641321024,273.328,308.903,0.36446199593395856,-1.17724360091239
179,3924,20210705,36200,42878,-0.5445996799629053,-0.9909478845604851,31675,37525,-0.8141614845635163,-0.6201815885576445,348.777,396.639,-1.171591668350758,-0.10186253896640851,273.328,308.903,-0.1806914679639559,-1.275885937666249
180,3799,20210706,36200,42878,-0.659691523702353,-0.9807927390552096,31675,37525,-1.0370945961025464,-0.4714427072940408,348.777,397.524,-1.1274228922241176,-0.2139065496989514,273.328,311.531,-0.637981776912193,-0.9094081394209477
181,3805,20210707,36200,42878,-0.6484142171529571,-0.918835921839626,31675,37733,-1.11342028491076,-0.4463722654469686,348.777,399.564,-1.0760341372905533,-0.2756592123648378,273.328,313.13,-1.0760124691633555,-0.2757063172142904
182,3858,20210708,36200,42127,-0.8082544940653569,-0.8177358588201251,31675,37990,-1.1176549363648136,-0.47818542815512677,348.777,402.145,-1.0630487639257518,-0.37523644301344694,273.328,315.152,-1.0630444897587457,-0.37526613928489283
